title,critic_score,audience_score,runtime,mpaa_rating,studio,theater_release_date,dvd_release_date,streaming_release_date,genre,casts,directors,link
X,70,36,,,Circe Films,"Apr 8, 2011",,"Apr 12, 2017",['mysteryandthriller'],"['Wayne Blair', 'Rowan Witt', 'Stephen Phillips', 'Viva Bianca', 'Freya Tingley', 'Jon Hewitt', 'Hanna Mangan Lawrence', 'Lizzette Atkins', 'Belinda McClory', 'Anthony Phelan']",['Jon Hewitt'],https://www.rottentomatoes.com/m/x_night_of_vengeance
Batman: Assault on Arkham,75,85,1h 15m,PG-13,DC Entertainment,,,"Jun 16, 2016","['action', 'animation', 'adventure']","['Neal McDonough', 'Kevin Conroy', 'Heath Corson', 'Hynden Walch', 'Troy Baker', 'Jay Oliva', 'CCH Pounder', 'Ethan Spaulding', 'Greg Ellis', 'Giancarlo Esposito', 'Matthew Gray Gubler']","['Jay Oliva', 'Ethan Spaulding']",https://www.rottentomatoes.com/m/batman_assault_on_arkham
United Red Army,93,63,3h 10m,,,"May 27, 2011",,"May 17, 2017",['drama'],"['Tomohiko Tsuji', 'Go Jibiki', 'Asako Ôtomo', 'Masayuki Kakegawa', 'Kôji Wakamatsu', 'Muneko Ozaki', 'Yoshihisa Toda', 'Arata', ""Jim O'Rourke"", 'Akie Namiki', 'Maki Sakai']",['Kôji Wakamatsu'],https://www.rottentomatoes.com/m/united_red_army
"Love, Rosie",32,63,1h 42m,R,Constantin Film,"Feb 6, 2015",,"Mar 1, 2016",['romance'],"['Simon Brooks', 'Lily Laight', 'Juliette Towhidi', 'Lily Collins', 'Christian Ditter', 'Suki Waterhouse', 'Art Parkinson', 'Christian Cooke', 'Robert Kulzer', 'Don Carmody', 'Christian Rein', 'Martin Moszkowicz', 'Sam Claflin', 'Tamsin Egerton', 'Jaime Winstone', 'Ralf Wengenmayr', 'James Flynn', 'Tony Cranstoun', 'Nick Lee']",['Christian Ditter'],https://www.rottentomatoes.com/m/love_rosie
Attack on Titan: End of the World,50,36,1h 30m,,Toho Company Ltd.,"Oct 20, 2015",,"Dec 6, 2016","['action', 'fantasy', 'adventure']","['Satoru Matsuo', 'Yûsuke Watanabe', 'Yuji Ishida', 'Shoji Ehara', 'Haruma Miura', 'Kanata Hongô', 'Shu Watanabe', 'Takeshi Shimizu', 'Shirô Sagisu', 'Kiko Mizuhara', 'Genki Kawamura', 'Tomohiro Machiyama', 'Shiro Washizu', 'Shinji Higuchi', 'Takahiro Miura', 'Nanami Sakuraba', 'Hiroki Hasegawa']",['Shinji Higuchi'],https://www.rottentomatoes.com/m/attack_on_titan_part_2
The Legend of 420,83,89,1h 27m,,,"Oct 6, 2017",,"Jun 20, 2019",['documentary'],"['Compton Ross', 'Michael Andrews', 'Melissa Etheridge', 'Jason Mraz', 'Henry Rollins', 'Phil Hunt', 'Eric Anderson', 'Ryan Bloom', 'Tommy Chong', 'Kelly Bevan', 'Peter Spirer']",['Peter Spirer'],https://www.rottentomatoes.com/m/the_legend_of_420
52 Tuesdays,90,65,1h 49m,,Closer Productions,,,"Aug 10, 2016","['gayandlesbian', 'drama']","['Sophie Hyde', 'Audrey Mason-Hyde', 'Beau Travis Williams', 'Bryan Mason', 'Danica Moors', 'Sam Althuizen', 'Mario Späte', 'Del Herbert-Jane', 'Tilda Cobham-Hervey', 'Benjamin Speed', 'Matthew Cormack', 'Imogen Archer', 'Rebecca Summerton']",['Sophie Hyde'],https://www.rottentomatoes.com/m/52_tuesdays
Blame,81,66,1h 40m,,Samuel Goldwyn Films,"Jan 5, 2018",,"Jan 5, 2018",['drama'],"['Marcia DeBonis', 'Sarah Mezzanotte', 'Quinn Shephard', 'Owen Campbell', 'Trieste Kelly Dunn', 'Tate Donovan', 'Laurie Shephard', 'Luke Slattery', 'Aaron Kovalchik', 'Nadia Alexander', 'Chris Messina', 'Tessa Albertson']",['Quinn Shephard'],https://www.rottentomatoes.com/m/blame_2018
The Purge,39,36,1h 25m,R,Platinum Dunes,"Jun 7, 2013",,"Nov 4, 2015","['horror', 'mysteryandthriller']","['Brad Fuller', 'Sebastien K. Lemercier', 'Chris Mulkey', 'Jason Blum', 'Tony Oller', 'Jacques Jouffret', 'James DeMonaco', 'Tom Yi', 'Max Burkholder', 'Edwin Hodge', 'Melanie Paizis-Jones', 'Arija Bareikis', 'Andrew Form', 'Adelaide Kane', 'Lena Headey', 'Peter Gvozdas', 'Rhys Wakefield', 'Michael Bay', 'Ethan Hawke']",['James DeMonaco'],https://www.rottentomatoes.com/m/the_purge
Finding Bliss,30,30,1h 38m,R,Jeff Rice Films,,,"Nov 20, 2016",['comedy'],"['Mircea Monroe', 'Leelee Sobieski', 'P.J. Byrne', 'Julie Davis', 'Caroline Aaron', 'Jamie Kennedy', 'Matt Davis', 'Tim Bagley', 'Donnamarie Recco', 'Denise Richards', 'Kristen Johnston']",['Julie Davis'],https://www.rottentomatoes.com/m/finding_bliss
Our Evil,100,64,1h 32m,,,"May 10, 2019",,"May 16, 2019",['horror'],"['Maria Clara Gonçalves', 'Gabriela Grecco', 'Maria Galves', 'Victor Molin', 'Tato Siansi', 'Ricardo Casella', 'Luara Pepita', 'Fernando Cardoso', 'Samuel Galli', 'Sonia Moreno', 'Walderrama dos Santos', 'Ademir Esteves']",['Samuel Galli'],https://www.rottentomatoes.com/m/our_evil
A Little Help,41,30,1h 49m,R,Secret Handshake Entertainment,"Jul 22, 2011",,"Aug 24, 2016","['comedy', 'drama']","['Lesley Ann Warren', 'Tom Harting', 'Zach Page', 'Richard Pagano', 'Rob Benedict', 'Brooke Smith', 'Michael J. Weithorn', 'Daniel Yelsky', 'Jakob Dylan', 'Jenna Fischer', 'Joe Gressis', 'Arden Myrin', 'Austin Wintory', 'Dena Hysell', 'Ron Leibman', 'Kim Coates', ""Chris O'Donnell""]",['Michael J. Weithorn'],https://www.rottentomatoes.com/m/a-little-help
Francofonia,87,46,1h 27m,,Idéale Audience,"Apr 1, 2016",,"Dec 28, 2016","['history', 'documentary', 'drama']","['Andrey Chelpanov', 'Peter Lontzek', 'Els Vandevorst', 'Benjamin Utzerath', 'Thomas Kufus', 'Louis-Do de Lencquesaing', 'Johanna Korthals Altes', 'Francois Smesny', 'Colombe Lauriot Prevost', 'Alexei Jankowski', 'Alexander Sokurov', 'Murat Kabardokov', 'Jean-Claude Caër', 'Bruno Delbonnel', 'Pierre-Olivier Bardet', 'Hansjörg Weißbrich', 'Vincent Nemeth']",['Alexander Sokurov'],https://www.rottentomatoes.com/m/francofonia
Mysteries of Lisbon,86,71,4h 26m,,,"Jun 17, 2011",,"Aug 10, 2016","['history', 'drama']","['João Baptista', 'José Manuel Mendes', 'Rui Morrison', 'Maria João Bastos', 'Clotilde Hesme', 'Ricardo Pereira', 'João Arrais', 'Camilo Castelo Branco', 'Albano Jerónimo', 'Carlos Saboga', 'Raoul Ruiz', 'Adriano Luz', 'José Afonso Pimentel']",['Raoul Ruiz'],https://www.rottentomatoes.com/m/mysteries_of_lisbon
Battlefield America,7,53,1h 46m,PG-13,,"Jun 1, 2012",,"Nov 18, 2016",['drama'],"['Marques Houston', 'Mekia Cox', 'Tristen M. Carter', 'Christopher Michael Jones', 'Sharif Ahmed', 'Jerome Jones', 'Zeus Zamani', 'Valarie Pettiford', 'JoJo Wright', 'Chandler Kinney', 'J. Christopher Owen', 'Chris Stokes', 'Lynn Whitfield']",['Chris Stokes'],https://www.rottentomatoes.com/m/battlefield_america
The Clovehitch Killer,78,67,1h 50m,,IFC Films,"Nov 16, 2018",,"Nov 16, 2018",['mysteryandthriller'],"['Brenna Sherman', 'Lance Chantiles-Wertz', 'Christopher Ford', 'Megan Brooks', 'Duncan Skiles', 'Madisen Beaty', 'Kat Pérez', 'Charlie Plummer', 'Jonathan Riggs', 'Walter Kortschak', 'Cody Ryder', 'Andrew Hasse', 'Dylan McDermott', 'Samantha Mathis', 'Luke McCoubrey', 'Andrew Kortschak']",['Duncan Skiles'],https://www.rottentomatoes.com/m/the_clovehitch_killer
James White,92,70,1h 26m,R,Borderline Films,"Nov 13, 2015",,"Mar 22, 2016",['drama'],"['Scott ""Kid Cudi"" Mescudi', 'David Call', 'Christopher Abbott', 'Cynthia Nixon', 'Sean Durkin', 'Ron Livingston', 'Makenzie Leigh', 'Melody C. Roscher', 'Mátyás Erdély', 'Jeanette Dilone', 'Max Born', 'Antonio Campos', 'Josh Mond', 'Sean Langton', 'David Harris', 'Andrew Kelley', 'F.A. Eric Schultz']",['Josh Mond'],https://www.rottentomatoes.com/m/james_white
Happy Death Day,72,67,1h 36m,PG-13,Blumhouse Productions,"Oct 13, 2017",,"Jan 2, 2018","['horror', 'comedy', 'mysteryandthriller']","['Phi Vu', 'Angela Mancuso', 'Scott Lobdell', 'Rachel Matthews', 'Jason Blum', 'Ruby Modine', 'Rob Mello', 'Jessica Rothe', 'Israel Broussard', 'Gregory Plotkin', 'Jeanette Volturno', 'Toby Oliver', 'Donna Duplantier', 'Christopher Landon', 'Charles Aitken', 'Couper Samuelson', 'Jason Bayle', 'John Baldecchi', 'GiGi Erneta', 'Seth William Meier']",['Christopher Landon'],https://www.rottentomatoes.com/m/happy_death_day
Realive,77,52,1h 48m,,Scope Pictures,"Sep 29, 2017",,"Oct 3, 2017",['scifi'],"['Lucas Vidal', 'Pau Esteve Birba', 'Bruno Sevilla', 'Mateo Gil', 'Godeliv Van den Brandt', 'Rafael Cebrián', 'Guillermo de la Cal', 'Daniel Horvath', 'Barry Ward', 'Alain Bainée', 'Ibón Cormenzana', 'Julio Perillán', 'Nikol Kollars', 'Oona Chaplin', 'Tom Hughes', 'Jérôme Vidal', 'Charlotte Le Bon', 'Ignasi Estapé', 'Genevieve Lemal']",['Mateo Gil'],https://www.rottentomatoes.com/m/realive
Cantinflas,45,67,1h 43m,PG,Kenio Films,"Aug 29, 2014",,"Aug 16, 2016","['drama', 'biography']","['Adal Ramones', 'Roque Baños', 'Gabriela de la Garza', 'Carlos Hidalgo', 'Sebastian del Amo', 'Óscar Jaenada', 'Luis Gerardo Méndez', 'Michael Imperioli', 'Ana Layevska', 'Ilse Salas', 'Gabriella Fernández', 'Nacho Ruiz Capillas', 'Edui Tijerina', 'Rafael Amaya', 'Aleks Syntek', 'Bárbara Mori', 'Vidal Cantú', 'Christopher Lagunes', 'Adolfo Franco']",['Sebastian del Amo'],https://www.rottentomatoes.com/m/cantinflas
The Polka King,66,49,1h 35m,,Red Hour Films,,,"Jan 12, 2018","['music', 'comedy', 'drama', 'biography']","['Jenny Slate', 'Jack Black', 'David Permut', 'Vanessa Bayer', 'Michael Jibrin', 'Stuart Cornfeld', 'Jacki Weaver', 'Shivani Rawat', 'Robert Capron', 'Jason Schwartzman', 'Priyanka Mattoo', 'Kati Salowsky', 'Monica Levinson', 'J.B. Smoove', 'Wallace Wolodarsky', 'Willie Garson', 'Maya Forbes']","['Wallace Wolodarsky', 'Maya Forbes']",https://www.rottentomatoes.com/m/the_polka_king
The Man From U.N.C.L.E.,68,73,1h 56m,PG-13,Ritchie/Wigram,"Aug 14, 2015",,"Jun 28, 2016","['action', 'comedy', 'adventure']","['Sylvester Groth', 'Steven Mnuchin', 'Guy Ritchie', 'Alicia Vikander', 'Steve Clark-Hall', 'John Davis', 'David Dobkin', 'Lionel Wigram', 'Armie Hammer', 'Christian Berkel', 'Misha Kuznetsov', 'John Mathieson', 'Henry Cavill', 'Jared Harris', 'Elizabeth Debicki', 'Hugh Grant', 'Luca Calvani']",['Guy Ritchie'],https://www.rottentomatoes.com/m/the_man_from_uncle
