,_c0,title,critic_score,audience_score,runtime,MPAA_rating,studio,theater_release_date,dvd_release_date,streaming_release_date,genres,casts,directors,link
298,298,ThePrey,73,,1h 30m,,,"Aug 21, 2020",,"Aug 21, 2020","['action', 'adventure']","{'Nophand Boonyai', 'Vithaya Pansringarm', 'Byron Bishop', 'Michael Hodgson', 'Sahajak Boonthanakit', 'Gu Shangwei', 'Jimmy Henderson', 'Dara Our', 'Rous Mony'}",{'Jimmy Henderson'},https://www.rottentomatoes.com/m/the_prey_2020
299,299,ToYourLastDeath,69,74,1h 31m,,,,,"Mar 19, 2020","['animation', 'horror']","{'Ray Wise', 'Bill Moseley', 'James Cirile', 'Tanya C. Klein', 'John Frank', 'Cindi Rice', 'Jason Axinn', 'Paige Barnett', 'Tanya Klein', 'Jim Cirile', 'Morena Baccarin', 'William Shatner', 'Dani Lennon', 'Florence Hartigan'}",{'Jason Axinn'},https://www.rottentomatoes.com/m/to_your_last_death
300,300,TheBloodhound,86,,1h 12m,,,"Dec 1, 2020",,"Dec 1, 2020","['horror', 'mysteryandthriller']","{'Leal Naim', 'Elliott Kahn', 'Gaby Santinelli', 'Annalise Basso', 'Dylan Gentile', 'Patrick Picard', 'Alex Don', 'Robert Pfaff', 'Thomas R. Burke', 'Joe Adler', 'Jason Don', 'Frederick Pfaff', 'Kimleigh Smith', 'Jake Magee', 'McNally Sagal', 'Liam Aiken'}",{'Patrick Picard'},https://www.rottentomatoes.com/m/the_bloodhound
301,301,ASecretLove,100,91,1h 23m,,,,,"Apr 29, 2020","['gayandlesbian', 'documentary', 'drama']","{'Pat Henschel', 'Alexis Martin Woodall', 'Brendan Mason', 'Jason Blum', 'Bernadine Colish', 'Ryan Murphy', 'Chris Bolan', 'Stephen Kazmierski', 'Alexa L. Fogel'}",{'Chris Bolan'},https://www.rottentomatoes.com/m/a_secret_love
302,302,IronFistsandKungFuKicks,86,63,1h 40m,,,,,"Sep 30, 2019",['documentary'],"{'Nate Bolotin', 'Andre Morgan', 'Todd Brown', 'Juju Chan', 'Jessica Henwick', 'Veronica Fury', 'Jade Leung', 'Mike Leeder', 'Chris Bamford', 'Robert Samuels', 'Rajan Kamahl', 'Serge Ou', 'Colin Geddes'}",{'Serge Ou'},https://www.rottentomatoes.com/m/iron_fists_and_kung_fu_kicks
303,303,Joker,68,88,2h 2m,,,"Oct 4, 2019",,"Oct 3, 2019","['crime', 'drama']","{'Leigh Gill', 'Scott Silver', 'Bradley Cooper', 'Glenn Fleshler', 'Walter Hamada', 'Shea Whigham', 'Aaron L. Gilbert', 'Robert De Niro', 'Joaquin Phoenix', 'Todd Phillips', 'Emma Tillinger Koskoff', 'Zazie Beetz', 'Frances Conroy', 'Josh Pais', 'Bill Camp', 'Brett Cullen', 'Joseph Garner', 'Michael E. Uslan'}",{'Todd Phillips'},https://www.rottentomatoes.com/m/joker_2019
304,304,ImaginaryOrder,64,57,1h 41m,,,,,"Apr 8, 2020","['drama', 'comedy']","{'Timur Bekbosunov', 'Kate Alberts', 'Max Burkholder', 'Cosmos Kiindarius', 'Johnny Chang', 'Anna Lamadrid', 'Frank Tymezuk', 'Catherine Curtin', 'Kate Blumberg', 'Clark Harris', 'Ted Elrick', 'Sameer Khan', 'Debra Eisenstadt', 'Wendi McLendon-Covey'}",{'Debra Eisenstadt'},https://www.rottentomatoes.com/m/blush_2020
305,305,PromisingYoungWoman,90,88,1h 53m,,,"Dec 25, 2020",,"Jan 15, 2021","['comedy', 'mysteryandthriller']","{'Clancy Brown', 'Angela Zhou', 'Emerald Fennell', 'Laverne Cox', 'Carey Mulligan', 'Christopher Mintz-Plasse', 'Josey McNamara', 'Ben Browning', 'Glen Basner', 'Bo Burnham', 'Tom Ackerley', 'Ashley Fox', 'Molly Shannon', 'Jennifer Coolidge', 'Connie Britton', 'Margot Robbie', 'Alison Brie'}",{'Emerald Fennell'},https://www.rottentomatoes.com/m/promising_young_woman
306,306,ThePaleDoor,50,65,1h 36m,,,"Aug 21, 2020",,"Aug 21, 2020","['western', 'horror']","{'James Norrie', 'Bill Sage', 'Melora Walters', 'Pat Healy', 'Natasha Bassett', 'Stan Shaw', 'Matt Thomas', 'Giles Daoust', 'Catherine Dumonceaux', 'Zachary Knighton', 'Roman Dent', 'Devin Druid', 'Aaron B. Koontz', 'Ashleigh Snead', 'Noah Segan', 'Cameron Burns'}",{'Aaron B. Koontz'},https://www.rottentomatoes.com/m/the_pale_door
307,307,EchoBoomers,38,96,1h 34m,,,"Nov 13, 2020",,"Nov 13, 2020","['crime', 'mysteryandthriller', 'drama']","{'Lucas Jarach', 'Mike Hatton', 'Michael Shannon', 'Patrick Schwarzenegger', 'Leslie Stratton', 'Mike Ware', 'Alex Pettyfer', 'Lesley Ann Warren', 'James Langer', 'Gilles Geary', 'Jason Miller', 'Sean Kaplan', 'Hayley Law', 'Kevin Bernhardt', 'Kelly Mi Li', 'Oliver Cooper', 'Seth Savoy'}",{'Seth Savoy'},https://www.rottentomatoes.com/m/echo_boomers
308,308,AngelHasFallen,38,93,2h 1m,,,"Aug 23, 2019",,"Aug 27, 2019","['action', 'mysteryandthriller']","""{'Piper Perabo', 'Morgan Freeman', 'Ric Roman Waugh', 'John Thompson', 'Nick Nolte', 'Tim Blake Nelson', 'Robert Mark Kamen', 'Ori Pfeffer', """"Matt O'Toole""""", 'Jada Pinkett Smith', 'Danny Huston'
309,309,MyNameIsMyeisha,90,,1h 22m,,,"Jan 24, 2020",,"Jan 27, 2020","['musical', 'drama']","{'Yvette Cason', 'John Merchant', 'Rhaechyl Walker', 'Rickerby Hinds', 'Gus Krieger', 'Gregg Daniel'}",{'Gus Krieger'},https://www.rottentomatoes.com/m/my_name_is_myeisha
310,310,NorthwoodPie,93,88,1h 15m,,,,,"Aug 14, 2020","['drama', 'romance', 'comedy']","{'Todd Knaak', 'Jay Salahi', 'Alex Ivany', 'Johnny Chang', 'Aj Hamilton', 'Adam Garza', 'Amir Malaklou', 'Paul LeSchofs', 'Jon Corum', 'Annika Foster', 'Mendel Fogelman', 'Kristina Cohen Kruz'}",{'Jay Salahi'},https://www.rottentomatoes.com/m/northwood_pie
311,311,Madagasikara,89,,1h 24m,,,,,"Jun 26, 2020",['documentary'],"{'Emmett Cooke', 'Cam Cowan'}",{'Cam Cowan'},https://www.rottentomatoes.com/m/madagasikara
312,312,Boys,100,83,1h 22m,,,,,"Nov 8, 2018","['romance', 'drama']","{'Aure Atika', 'Pierre Cartonnet', 'Marie Masmonteil', 'Marie Denarnaud', 'Youna De Peretti', 'Alex Beaupain', 'Marine Galliano', 'Sandrine Brauer', 'Pierre Baboin', 'Tommy Lee Baïk', 'Nicolas Bauwens', 'Christophe Charrier', 'Ilian Bergala', 'Félix Maritaud'}",{'Christophe Charrier'},https://www.rottentomatoes.com/m/i_am_jonas
313,313,GhostsofSugarLand,100,52,21m,,,,,"Oct 16, 2019",['documentary'],"{'Kc Okoro', 'Farihah Zaman', 'Bassam Tariq', 'Charlotte Cook', 'Thomas Niles', 'Laura Poitras', 'Jake Saner'}",{'Bassam Tariq'},https://www.rottentomatoes.com/m/ghosts_of_sugar_land
314,314,LupinIIITheFirst,95,87,1h 33m,,,,,"Dec 15, 2020","['adventure', 'anime', 'comedy']","{'Laurie Hymes', 'Tony Oliver', 'Koji Nozaki', 'Naoaki Kitajima', 'Lex Lang', 'Takeshi Ito', 'Tomokazu Takahashi', 'Yosuke Sakai', 'Michelle Ruff', 'Takashi Yamazaki', 'Hibiki Ito', 'Shuji Abe', 'Hiroyasu Shinohara', 'Doug Erholtz', 'Kanichi Kurita'}",{'Takashi Yamazaki'},https://www.rottentomatoes.com/m/lupin_iii_the_first
315,315,IfNotNowWhen,53,29,1h 51m,,,"Jan 8, 2021",,"Jan 8, 2021",['drama'],"{'Edwin Hodge', 'Li Eubanks', 'Joelle Ashley', 'Tamara LaSeon Bass', 'Sway', 'Jon Chaffin', 'Datari Turner', 'Shamicka Benn', 'Niles Fitch', 'Nieman Johnson', 'Tamara Bass', 'James Henderson', 'Meagan Good', 'Rizi Timane', 'Mekia Cox'}","{'Tamara LaSeon Bass,                                                     Meagan Good'}",https://www.rottentomatoes.com/m/if_not_now_when_2021
316,316,Olympia,83,97,1h 39m,,,,,"Jul 9, 2020","['biography', 'documentary']","{'Paul Cantelon', 'Harry Mavromichalis', 'Keren Seol', 'Michael Dukakis', 'Edward Asner', 'Lynn Cohen', 'Kary Antholis', 'Andrew Ford', 'Federico Cesca', 'Whoopi Goldberg', 'Muriel Moraes', 'James Gianopulos', 'Olympia Dukakis', 'Sam Eggers'}",{'Harry Mavromichalis'},https://www.rottentomatoes.com/m/olympia_2019
317,317,ThePilgrimsProgress,60,93,1h 48m,,,,,"Mar 11, 2020","['adventure', 'animation']","{'Kristyn Getty', 'Steve Cleary', 'Chris Jung', 'Michael Dooley', 'John Rhys-Davies', 'Ben Price', 'Larry Zielke', 'John Bunyan', 'Charles Raines', 'David Thorpe', 'Robert Fernandez'}",{'Robert Fernandez'},https://www.rottentomatoes.com/m/the_pilgrims_progress_2019
318,318,Shortcut,59,24,1h 20m,,,"Sep 25, 2020",,"Dec 22, 2020","['horror', 'mysteryandthriller']","{'Zander Emlano', 'Alessandro Risuleo', 'Andrei Claude', 'Simona Ferri', 'Sophie Jane Oliver', 'Molly Dew', 'Benjamin Kwasi Burrell', 'Raffaele Buranelli', 'Debora Castellani', 'Terence Anderson', 'David Keyes', 'Teo Achille Caprio', 'Alessio Liguori', 'Luca Santagostino', 'Zak Sutcliffe', 'Daniele Cosci', 'Simone Bracci', 'Jacopo Reale', 'Jack Kane', 'Marco Tempera'}",{'Alessio Liguori'},https://www.rottentomatoes.com/m/shortcut_2020
319,319,TheSoulCollector,73,77,1h 40m,,,,,"Jun 4, 2020",['horror'],"{'Hermann Venter', 'Jacques Le Roux', 'Elben Schutte', 'Harold Holscher', 'Pieter Bosman', 'Chris April', 'Garth Breytenbach', 'Nico Nigrini', 'Tshamano Sebe', 'Inge Beckmann', 'David Pienaar'}",{'Harold Holscher'},https://www.rottentomatoes.com/m/the_soul_collector_2020
320,320,Broil,57,40,1h 30m,,,,,"Oct 13, 2020","['horror', 'mysteryandthriller']","{'Elad Tzadok', 'Timothy V. Murphy', 'Avery Konrad', 'Tawni Botelho', 'Corey Large', 'Jonathan Lipnicki', 'Jenna Berman', 'Megan Peta Hill', 'Hugh Wielenga', 'Michael Beaudry', 'Fredy Mendoza', 'Wai Sun Cheng', 'Abby Ross', 'Edward Drake', 'Nataliya Fedulova', 'Annette Reilly'}",{'Edward Drake'},https://www.rottentomatoes.com/m/broil
321,321,EasyDoesIt,29,80,1h 37m,,,,,"Jul 17, 2020","['adventure', 'comedy']","{'John Goodman', 'Ben Matheny', 'Cory Dumesnil', 'Alexa Georges', 'Linda Hamilton', 'Susan Gordon', 'Dwight Henry', 'Jordan Lehning', 'Katie Bulla', 'Bryan Batt', 'Stephen Pfeil', 'Matthew Paul Martinez', 'Lizzie Guitreau', 'Will Addison', 'Bruno Doria'}",{'Will Addison'},https://www.rottentomatoes.com/m/easy_does_it
322,322,LiamGallagherAsItWas,59,66,1h 25m,,,"Sep 13, 2019",,"Sep 10, 2019","['documentary', 'music']","{'Gavin Fitzgerald', 'Charlie Lightening', 'Liam Gallagher', 'JJ Rolfe'}","{'Charlie Lightening,                                                     Gavin Fitzgerald'}",https://www.rottentomatoes.com/m/liam_gallagher_as_it_was
323,323,PeteDavidsonAliveFromNewYork,40,59,49m,,,,,"Feb 25, 2020","['comedy', 'standup']","{'Jason Orley', 'Pete Davidson'}",{'Jason Orley'},https://www.rottentomatoes.com/m/pete_davidson_alive_from_new_york
324,324,TheRhythmSection,28,44,1h 49m,,,"Jan 31, 2020",,"Apr 14, 2020","['action', 'mysteryandthriller']","{'Ivana Basic', 'Max Casella', 'Michael G. Wilson', 'Stuart Ford', 'Vaishali Mistry', 'Sterling K. Brown', 'Nasser Memarzia', 'Daniel Mays', 'Richard Brake', 'Donald Tang', 'Jude Law', 'Barbara Broccoli', 'Geoff Bell', 'Mark Burnell', 'Reed Morano', 'Blake Lively', 'Raza Jaffrey', 'Rob Friedman', 'Greg Shapiro'}",{'Reed Morano'},https://www.rottentomatoes.com/m/the_rhythm_section
325,325,DontTellaSoul,69,57,1h 24m,,,"Jan 15, 2021",,"Jan 15, 2021",['mysteryandthriller'],"{'Kate Duncan', 'Matt Bronson', 'Alex McAulay', 'Guillermo Garza', 'Jack Dylan Grazer', 'Mena Suvari', 'Fionn Whitehead', 'Merry-Kay Poe', 'Chris Mangano', 'Nora Takacs Ekberg', 'Abigail Esmena', 'Joseph Stephens', 'Richard Fike', 'Steve Poe', 'Shannon Cogan', 'McKenna Christine Poe', 'Ben Baudhuin', 'Rainn Wilson'}",{'Alex McAulay'},https://www.rottentomatoes.com/m/dont_tell_a_soul
326,326,TheTwoPopes,89,88,2h 6m,,,"Nov 27, 2019",,"Dec 20, 2019",['drama'],"{'Pablo Trimarchi', 'Mark Bauch', 'Jonathan Pryce', 'Fernando Meirelles', 'Juan Miguel Arias', 'Thomas D Williams', 'Dan Lin', 'Bryce Dessner', 'Juan Gervasio Minujín', 'Fernando Stutz', 'Jonathan Eirich', 'Lisandro Fiks', 'Fabricio Martin', 'César Charlone', 'Frank Cottrell Boyce', 'Federico Torre', 'Anthony Hopkins', 'Tracey Seaward', 'Sidney Cole', 'Anthony McCarten'}",{'Fernando Meirelles'},https://www.rottentomatoes.com/m/the_two_popes
327,327,FishermansFriends,68,73,1h 52m,,,,,"Jul 24, 2020","['drama', 'comedy']","{'Jade Anouka', 'Christian Brassington', 'Piers Ashworth', 'David Hayman', 'Christopher Villiers', 'Nick Moorcroft', 'James Spring', 'Daniel Mays', 'Zoe Davis', 'Matthew Helderman', 'Sarah Winter', 'Philip Greader', 'Meg Leonard', 'Chris Foggin', 'Maggie Steed', 'Tuppence Middleton', 'Noel Clarke', 'Ian Brown', 'James Purefoy'}",{'Chris Foggin'},https://www.rottentomatoes.com/m/fishermans_friends
328,328,Harpoon,97,58,1h 23m,,,"Oct 4, 2019",,"Oct 8, 2019","['mysteryandthriller', 'comedy']","{'Emily Tyra', 'Kurtis David Harder', 'Charles Hamilton', 'Rob Grant', 'Julian Black Antelope', 'Michelle Osis', 'Deitra Kalyn', 'Christopher Gray', 'Munro Chambers', 'Michael Peterson', 'Tim Rutherford'}",{'Rob Grant'},https://www.rottentomatoes.com/m/harpoon_2019
329,329,RisingHigh,30,50,1h 34m,,,,,"Apr 18, 2020",['comedy'],"{'Sebastian Bäumler', 'Janina Uhse', 'Silvina Buchbauer', 'Uwe Preuss', 'Sophia Thomalla', 'Johannes Kunkel', 'Jerry Kwarteng', 'Sebastian Werninger', 'Frederick Lau', 'Cüneyt Kaya', 'Christopher Bremus', 'Anne Schäfer', 'Robert Schupp', 'Lisa Stutzky', 'David Kross'}",{'Cüneyt Kaya'},https://www.rottentomatoes.com/m/rising_high
330,330,Lechocdufutur,80,,1h 24m,,,,,"Nov 10, 2020","['drama', 'comedy']","{'Stefano Forlini', 'Elli Medeiros', 'Philippe Rebbot', 'Laurent Papot', 'Clara Luciani', 'Nicolas Jourdier', 'Thomas Maitrot', 'Gaëlle Ruffier', 'Alma Jodorowsky', 'Marc Collin', 'Yann Malcor', 'Elina Gakou Gomba'}",{'Marc Collin'},https://www.rottentomatoes.com/m/the_shock_of_the_future
331,331,SupermanRedSon,88,63,1h 24m,,,,,"Nov 8, 2019","['adventure', 'animation', 'action']","{'Diedrich Bader', 'Bruce Timm', 'Winter Ave Zoli', 'Jason Isaacs', 'Phil LaMarr', 'J. M. DeMatteis', 'Sasha Roiz', 'Sam Register', 'Phil Morris', 'Roger Craig Smith', 'Paul Williams', 'Travis Willingham', 'Sam Liu', 'Amy Acker'}",{'Sam Liu'},https://www.rottentomatoes.com/m/superman_red_son
332,332,ndDateSex,50,43,1h 38m,,,"Nov 1, 2019",,"Nov 1, 2019",['romance'],"{'James Norrie', 'Holli Dempsey', 'Rachel Hirons', 'Maggie Monteith', 'Alexandra Roach', 'Tom Palmer', 'Paul Raphael', 'David Wade', 'George MacKay', 'Kae Alexander', 'Michael Socha', 'Emma Rigby', 'Chris Reed', 'Adam Rolston', 'Tom Bell'}",{'Rachel Hirons'},https://www.rottentomatoes.com/m/2nd_date_sex
333,333,LittleFish,91,79,1h 41m,,,"Feb 5, 2021",,"Feb 5, 2021","['scifi', 'romance', 'drama']","""{""""Jack O'Connell""""", 'Chris Ferguson', 'Chad Hartigan'
334,334,InmateTheRiseofDannyTrejo,100,96,1h 50m,,,,,"Jul 5, 2020",['documentary'],"{'Gilbert Trejo', 'Brett Harvey', 'Michelle Rodriguez', 'Robert Rodriguez', 'Craig Balkam', 'Danny Trejo', 'Scott Dodds', 'Donal Logue', 'Cheech Marin', 'Danielle Trejo'}",{'Brett Harvey'},https://www.rottentomatoes.com/m/inmate_1_the_rise_of_danny_trejo
335,335,TheSunlitNight,33,50,1h 49m,,,"Jul 17, 2020",,"Jul 17, 2020",['romance'],"{'Alex Sharp', 'Jenny Slate', 'Alberto Bonilla', 'Fabian Gasmia', 'Dan Puck', 'Gabrielle Nadig', 'Rebecca Dinerstein', 'Michael B. Clark', 'Gillian Anderson', 'Ruben Thorkildsen', 'David Wnendt', 'Alex Turtletaub', 'David Paymer', 'Jessica Hecht', 'Isak Eymundsson', 'Zach Galifianakis'}",{'David Wnendt'},https://www.rottentomatoes.com/m/the_sunlit_night
336,336,ToKidorNottoKid,100,,1h 15m,,,"Nov 15, 2019",,"Dec 17, 2019",['documentary'],{'Maxine Trump'},{'Maxine Trump'},https://www.rottentomatoes.com/m/to_kid_or_not_to_kid
337,337,LookAway,33,47,1h 30m,,,"Nov 8, 2019",,"Oct 12, 2018","['drama', 'comedy']","{'Matthew Broderick', 'Jennifer Schuur', 'Jason Fuchs', 'Peter Friedlander', 'Lottie Cooper', 'Christopher Gray', 'Lucy Barzun Donnelly', 'Alexandra Kerry', 'Katrina Lenk', 'Alexis Alexanian', 'Shannon Tarbet', 'Anni Krueger', 'Kabby Borders', 'Chloë Sevigny', 'Jonathon Kemp', 'Benjamin Walker', 'Aidan Turner', 'Monty Whitebloom', 'Andy Delaney'}","{'Monty Whitebloom,                                                     Andy Delaney'}",https://www.rottentomatoes.com/m/love_is_blind_2019
338,338,TheArtofRacingintheRain,43,96,1h 49m,,,"Aug 9, 2019",,"Aug 27, 2019","['drama', 'comedy']","{'Ian Lake', 'Kathy Baker', 'Tania Landau', 'Donald J. Lee Jr.', 'Ross Emery', 'McKinley Belcher III', 'Adam Recht', 'Kevin Costner', 'James C. France', 'Joannie Burstein', 'Andres Joseph', 'Neal H. Moritz', 'Milo Ventimiglia', 'Ryan Kiera Armstrong', 'Amanda Seyfried', 'Patrick Dempsey', 'Mark Bomback', 'Gary Cole', 'Martin Donovan', 'Simon Curtis'}",{'Simon Curtis'},https://www.rottentomatoes.com/m/the_art_of_racing_in_the_rain
339,339,ShesMissing,67,33,1h 40m,,,"Dec 20, 2019",,"Dec 19, 2019","['mysteryandthriller', 'drama']","""{'Blake Berris', 'Josh Hartnett', 'Antonia Campbell-Hughes', 'Gareth Munden', 'Dominic Wright', 'Lucy Fry', 'Mairead McIvor', 'Christian Camargo', """"Anna O'Malley""""", 'Adam Stanhope', 'Alexandra McGuinness'
340,340,Spontaneous,98,68,1h 42m,,,"Oct 2, 2020",,"Oct 6, 2020","['horror', 'comedy']","{'Kaitlyn Bernard', 'Jordan Levin', 'Charlie Plummer', 'Piper Perabo', 'Nicki Cortese', 'Matthew Kaplan', 'Max Siemers', 'Laine MacNeil', 'Brian Duffield', 'Brett Bouttier', 'Don Dunn', 'Yvonne Orji', 'Rob Huebel', 'Hayley Law', 'Marc Bienstock', 'Katherine Langford'}",{'Brian Duffield'},https://www.rottentomatoes.com/m/spontaneous
341,341,OdetoPassion,33,99,2h 8m,,,,,"Jul 10, 2020","['musical', 'drama', 'romance']","{'Al Pagano', 'Carey Rothman', 'Kaylor Otwell', 'Giuseppe Bausilio', 'Julia Nightingale', 'Jack Danini', 'Darren Joe', 'Jim Galizia', 'Marcus Harmon', 'Victoria Meade', 'Jeff Smith', 'Martin Apelbaum'}",{'Jack Danini'},https://www.rottentomatoes.com/m/ode_to_passion
342,342,Knuckledust,57,40,1h 45m,,,,,"Dec 11, 2020","['action', 'mysteryandthriller']","{'Moe Dunford', 'Sebastien Foucan', 'Olivier Richters', 'Amy Bailey', 'Camille Rowe', 'Kate Dickie', 'Julien Loeffler', 'Ron Bradley', 'Phil Hunt', 'Walter Mair', 'James Kermack', 'Reinhard Besser', 'Phil Davis', 'Jaime Winstone', 'Matthew Bradley', 'Laurent Fumeron', 'Nils Rebehn', 'Gethin Anthony', 'Alex Ferns'}",{'James Kermack'},https://www.rottentomatoes.com/m/knuckledust
343,343,DeniseHoBecomingtheSong,90,,1h 23m,,,,,"Aug 3, 2020","['gayandlesbian', 'documentary', 'music']","{'Denise Ho', 'Emma Morris', 'Jerry Risius', 'Charles Newman', 'Sue Williams'}",{'Sue Williams'},https://www.rottentomatoes.com/m/denise_ho_becoming_the_song
344,344,StalloneFrankThatIs,56,,1h 13m,,,,,"Jan 5, 2021",['documentary'],"{'Geraldo Rivera', 'Danny Aiello', 'Frank Stallone', 'Talia Shire', 'Billy Zane', 'Frankie Avalon', 'Derek Wayne Johnson', 'Sylvester Stallone', 'Ronald Zamber', 'David Polemeni', 'Chris May', 'Greg Sims', 'Billy Dee Williams', 'Joe Mantegna', 'Burt Young', 'Emmett James'}",{'Derek Wayne Johnson'},https://www.rottentomatoes.com/m/stallone_frank_that_is
345,345,TheCurseofAudreyEarnshaw,77,,1h 34m,,,"Oct 2, 2020",,"Oct 6, 2020","['horror', 'mysteryandthriller']","""{'Sean McGinley', 'Gianna Isabella', 'Thilo Schaller', 'Jared Abrahamson', """"Geraldine O'Rawe""""", 'Hannah Emily Anderson', 'Ben Lee Allan'
346,346,HorseGirl,71,47,1h 44m,,,,,"Feb 7, 2020","['drama', 'comedy']","{'Paul Reiser', 'Debby Ryan', 'Jeff Baena', 'John Ortiz', 'Mel Eslyn', 'Alana Carithers', 'Molly Shannon', 'Mark Duplass', 'John Reynolds', 'Alison Brie', 'Jay Duplass'}",{'Jeff Baena'},https://www.rottentomatoes.com/m/horse_girl
347,347,TwinMurdersTheSilenceoftheWhiteCity,40,19,1h 50m,,,,,"Mar 10, 2020",['mysteryandthriller'],"{'Àlex Monner', 'Pedro Casablanc', 'Mar Targarona', 'Mikel Lejarza', 'Roger Danès', 'Belén Rueda', 'Manolo Solo', 'Itziar Ituño', 'Daniel Calparsoro', 'Kandido Uranga', 'Richard Sahagún', 'Mercedes Gamero', 'Joaquín Padro', 'Javier Rey', 'Aura Garrido', 'Alex Brendemühl'}",{'Daniel Calparsoro'},https://www.rottentomatoes.com/m/twin_murders_the_silence_of_the_white_city
348,348,AllICanSay,81,89,1h 42m,,,"Jun 26, 2020",,"Jun 26, 2020",['documentary'],"{'Shannon Hoon', 'Lindha Narvaez', 'John Beug', 'Colleen Hennessy', 'Eric Eisner', 'Samuel Gursky', 'Danny Clinch', 'Glen Graham', 'Taryn Gould'}","{'Danny Clinch,                                                     Taryn Gould,                                                     Colleen Hennessy,                                                     Shannon Hoon'}",https://www.rottentomatoes.com/m/all_i_can_say
349,349,IlanaGlazerThePlanetisBurning,71,9,59m,,,,,"Jan 3, 2020","['comedy', 'standup']","{'Ilana Glazer', 'Ryan Cunningham'}",{'Ryan Cunningham'},https://www.rottentomatoes.com/m/ilana_glazer_the_planet_is_burning
350,350,WillysWonderland,62,74,1h 28m,,,"Feb 12, 2021",,"Feb 12, 2021","['horror', 'action', 'mysteryandthriller']","{'Ric Reitz', 'Chris Warner', 'Tamara Birkemoe', 'Mark Damon', 'G.O. Parsons', 'Kai Kadlec', 'Beth Grant', 'Kevin Lewis', 'Christian Del Grosso', 'Grant Cramer', 'Caylee Cowan', 'Bryan Lord', 'Michael Nilon', 'Jonathan Mercedes', 'Nicolas Cage', 'Terayle Hill', 'Emily Tosta', 'Jeremy Davis', 'David Ozer'}",{'Kevin Lewis'},https://www.rottentomatoes.com/m/willys_wonderland
351,351,BrittMarieWasHere,71,,1h 34m,,,"Sep 20, 2020",,"Jan 14, 2020",['drama'],"{'Peter Haber', 'Mahmut Suvakci', 'Olle Sarri', 'Tuva Novotny', 'Øystein Karlsen', 'Anders Frithiof August', 'Fredrik Backman', 'Gustav Oldén', 'Nicklas Wikström Nicastro', 'Pernilla August', 'Anders Mossling', 'Malin Levanon', 'Lancelot Ncube', 'Vera Vitali'}",{'Tuva Novotny'},https://www.rottentomatoes.com/m/britt_marie_was_here
352,352,BloodyMarie,88,,1h 27m,,,"Nov 1, 2019",,"Nov 15, 2019",['drama'],"{'Floris Vos', 'Ulrike Müller', 'Therese Affolter', 'Jan Bijvoet', 'Stijn Deconinck', 'Teun Luijkx', 'Rebecca van Unen', 'Alexia Lestiboudois', 'Kim Hertogs', 'Susanne Wolff', 'Mark Rietman', 'Matthijs Kieboom', 'Floor Onrust', 'Lennert Hillege', 'Dragos Bucur', 'Bernadette Corstens'}",{'Lennert Hillege'},https://www.rottentomatoes.com/m/bloody_marie
353,353,EatingUpEaster,86,,1h 10m,,,,,"Jun 27, 2020",['documentary'],"""{'Gordon Quinn', 'Jeff Saunders', """"Sergio Mata'u Rapu"""""," 'Liz Kaar'}""","""{""""Sergio Mata'u Rapu""""}"""
354,354,YesGodYes,93,66,1h 18m,,,"Jul 24, 2020",,"Jul 28, 2020",['comedy'],"{'Zachary Forsythe', 'Karen Maine', 'Jennifer Lee', 'Francesca Reale', 'Donna Lynne Champlin', 'Myles Evans', 'Susan Blackwell', 'Todd Antonio', 'Christian Adam', 'Timothy Simons', 'Alisha Boe', 'Samantha LaRoe McDonald', 'Natalia Dyer', 'Katie Cordeal', 'Sally Levi', 'Colleen Hammond', 'Brittany Loar', 'Gavrielle Anne Fontanilla', 'Ian Hultquist'}",{'Karen Maine'},https://www.rottentomatoes.com/m/yes_god_yes
355,355,Overcomer,53,98,1h 55m,,,"Aug 23, 2019",,"Aug 27, 2019",['drama'],"{'Shannon Kendrick', 'Kendrick Cross', 'Jack Sterner', 'Holly A. Morris', 'Priscilla Shirer', 'Stephen Kendrick', 'Ben Davies', 'Aryn Wright-Thompson', 'Bob M. Scott', 'Denise Armstrong', 'Justin Tolley', 'Cameron Arnett', 'Aaron Burns', 'Alex Kendrick', 'Shari Rigby', 'Stephen Hullfish'}",{'Alex Kendrick'},https://www.rottentomatoes.com/m/overcomer
