title,audience_score,plot_des,release_year,runtime,budget,box_office_gross,studio,mpaa_rating,theater_release_date,directors,casts,genre,award
ARCTIC,68,A man stranded in the Arctic after a plane crash must decide whether to remain in the relative safety of his makeshift camp or to embark on a deadly trek through the unknown.,2018,98,2061360,4293582,Armory Films,PG-13,1/31/2019,['Joe Penna'],"['Mads Mikkelsen', 'Maria Thelma Smáradóttir', 'Tintrinai Thikhasuk']","['Adventure', 'Drama']",0
BRIGHTBURN,61,"What if a child from another world crash-landed on Earth, but instead of becoming a hero to mankind, he proved to be something far more sinister?",2019,90,6074021,33299221,Screen Gems,R,5/24/2019,['David Yarovesky'],"['Elizabeth Banks', 'David Denman', 'Jackson A. Dunn', 'Abraham Clinkscales']","['Drama', 'Horror', 'Mystery', 'Sci-Fi']",0
THE EVIL DEAD,75,"Five friends travel to a cabin in the woods, where they unknowingly release flesh-possessing demons.",1981,85,996522,8418133,Renaissance Pictures,NC-17,4/15/1983,['Sam Raimi'],"['Bruce Campbell', 'Ellen Sandweiss', 'Richard DeManincor', 'Betsy Baker']",['Horror'],0
THE MONEY PIT,64,A young couple struggles to repair a hopelessly dilapidated house.,1986,91,23614142,129876958,Amblin Entertainment,PG,3/26/1986,['Richard Benjamin'],"['Tom Hanks', 'Shelley Long', 'Alexander Godunov', 'Maureen Stapleton']",['Comedy'],0
QUICK CHANGE,68,"Three thieves successfully rob a New York City bank, but making the escape from the city proves to be almost impossible.",1990,89,29702869,30218023,Devoted Productions,R,7/13/1990,"['Howard Franklin', 'Bill Murray']","['Bill Murray', 'Geena Davis', 'Randy Quaid', 'Dale Grand']","['Comedy', 'Crime']",0
SLACKER,71,"A day in the life of Austin, Texas as the camera roams from place to place and provides a brief look at the overeducated, the social misfits, the outcasts and the oddballs.",1990,97,45544,2431888,Detour Filmproduction,R,7/5/1991,['Richard Linklater'],"['Richard Linklater', 'Rudy Basquez', 'Jean Caffeine', 'Jan Hockey']","['Comedy', 'Drama']",0
I LOVE TROUBLE,53,Peter Brackett and Sabrina Peterson are two competing Chicago newspaper reporters who join forces to unravel the mystery behind a train derailment.,1994,123,78586336,53798798,Annhall,PG,6/29/1994,['Charles Shyer'],"['Nick Nolte', 'Julia Roberts', 'Saul Rubinek', 'James Rebhorn']","['Action', 'Comedy', 'Romance', 'Thriller']",0
8 HEADS IN A DUFFEL BAG,54,"A mob bagman finds that his luggage, containing the proof of his gang's latest hit, has been switched.",1997,95,4837588,5809757,Orion Pictures,R,4/18/1997,['Tom Schulman'],"['Joe Pesci', 'Andy Comeau', 'Kristy Swanson', 'George Hamilton']","['Adventure', 'Comedy', 'Crime', 'Mystery']",0
CHASING AMY,72,"Holden and Banky are comic book artists. Everything's going good for them until they meet Alyssa, also a comic book artist. Holden falls for her, but his hopes are crushed when he finds out she's a lesbian.",1997,113,403132,19384656,Too Askew Prod. Inc.,R,4/18/1997,['Kevin Smith'],"['Ben Affleck', 'Joey Lauren Adams', 'Ethan Suplee', 'Scott Mosier']","['Comedy', 'Drama', 'Romance']",0
FIERCE CREATURES,64,Zookeepers struggle to deal with the policies of changing directors.,1997,93,40313239,15127559,Universal Pictures,PG-13,1/24/1997,"['Fred Schepisi', 'Robert Young']","['John Cleese', 'Jamie Lee Curtis', 'Kevin Kline', 'Michael Palin']",['Comedy'],0
THE AFFAIR OF THE NECKLACE,61,"In pre-Revolutionary France, a young aristocratic woman left penniless by the political unrest in the country, must avenge her family's fall from grace by scheming to steal a priceless necklace.",2001,118,43841501,1750902,Alcon Entertainment,R,12/7/2001,['Charles Shyer'],"['Hilary Swank', 'Simon Baker', 'Jonathan Pryce', 'Adrien Brody']","['Drama', 'History', 'Romance']",0
TAXI 3,58,"Out to stop a new gang disguised as Santa Claus, Emilien and Daniel must also handle major changes in their personal relationships.",2003,84,1828555,92127162,EuropaCorp,Unrated,1/29/2003,['Gérard Krawczyk'],"['Samy Naceri', 'Frédéric Diefenthal', 'Bernard Farcy', 'Bai Ling']","['Action', 'Comedy', 'Crime']",0
POPULAR MUSIC,65,Two boys grow up together in the town of Pajala during the 1960s. United by rock'n'roll music.,2004,105,3047091,1848944,Happy End Filmproduction AB,,9/24/2004,['Reza Bagher'],"['Max Enderfors', 'Andreas af Enehielm', 'Jarmo Mäkinen', 'Kati Outinen']","['Comedy', 'Drama']",0
A DRIVER FOR VERA,71,"A General, who had sent for a cadet from the Kremlin Guard to work as his personal driver, decided to marry him to his physically disabled daughter",2004,105,4521314,3642518,Channel 1+1,,7/29/2004,['Pavel Chukhray'],"['Igor Petrenko', 'Elena Babenko', 'Bogdan Stupka', 'Andrey Panin']",['Drama'],0
ANGELA,71,A beautiful woman helps an inept scam artist get his game together.,2005,91,19877956,13245567,EuropaCorp,R,12/21/2005,['Luc Besson'],"['Rie Rasmussen', 'Jamel Debbouze', 'Gilbert Melki', 'Serge Riaboukine']","['Comedy', 'Drama', 'Fantasy', 'Romance']",0
12,76,Twelve jurors must decide the fate of a Chechen adolescent charged with murdering his stepfather.,2007,159,4992929,9408492,Federal Agency for Culture and Cinematography,PG-13,9/20/2007,['Nikita Mikhalkov'],"['Sergey Makovetskiy', 'Sergey Garmash', 'Apti Magamaev', 'Nikita Mikhalkov']","['Crime', 'Drama', 'Thriller']",0
A BEAUTIFUL LIFE,46,"A love story about the encounter of two drifting souls. Escaping her abusive past, a woman stays the night with an illegal immigrant friend of a friend. The two get closer and fall in love, but face turmoil.",2008,81,6010390,10221,Calla Productions,Unrated,8/14/2008,['Alejandro Chomski'],"['Dana Delany', 'Angela Sarafyan', 'Debi Mazar', 'Bai Ling']",['Drama'],0
THE MASKED GANG CYPRUS,31,"A Turkish comedy film directed by Murat Aslan about an incompetent gang of criminals attempting to go straight, which was the fifth highest-grossing Turkish film of 2008.",2008,87,5409351,8422779,Arzu Film,,1/11/2008,['Murat Aslan'],"['Peker Açikalin', 'Safak Sezer', 'Cengiz Küçükayvaz', 'Melih Ekener']",['Comedy'],0
THE APPARITION,41,A couple is haunted by a supernatural presence that is unleashed during a college experiment.,2012,82,19163336,12795094,Warner Bros.,PG-13,8/24/2012,['Todd Lincoln'],"['Ashley Greene', 'Sebastian Stan', 'Tom Felton', 'Julianna Guill']","['Horror', 'Thriller']",0
OUTCAST,46,"A mysterious warrior teams up with the daughter and son of a deposed Chinese Emperor to defeat their cruel brother, who seeks their deaths.",2014,99,27331183,5628587,Notorious Films,Unrated,10/3/2014,['Nick Powell'],"['Nicolas Cage', 'Hayden Christensen', 'Alexandre Bailly', 'Bozhao Wang']","['Action', 'Adventure', 'Thriller']",1
NEW KIDS TURBO,64,Five friends from 'Maaskantje' are getting fired because of the economic crisis. They decide that they won't pay for anything anymore.,2010,84,1780352,21674063,Eyeworks Film & TV Drama,,12/9/2010,"['Steffen Haars', 'Flip Van der Kuil']","['Huub Smit', 'Tim Haars', 'Wesley van Gaalen', 'Steffen Haars']","['Action', 'Comedy']",0
RUNDSKOP,74,"Sint-Truiden, Belgium. Jacky, a young cattle farmer who is constantly pumped on steroids and hormones, is approached by a veterinarian to make a deal with a notorious beef trader.",2011,129,2301166,5158232,Savage Film,R,2/2/2011,['Michaël R. Roskam'],"['Matthias Schoenaerts', 'Jeroen Perceval', 'Jeanne Dandoy', 'Barbara Sarafian']","['Crime', 'Drama']",0
THE HANGOVER PART III,58,"When one of their own is kidnapped by an angry gangster, the Wolf Pack must track down Mr. Chow, who has escaped from prison and is on the run.",2013,100,114431131,402175511,Green Hat Films,R,5/23/2013,['Todd Phillips'],"['Bradley Cooper', 'Zach Galifianakis', 'Ed Helms', 'Justin Bartha']","['Comedy', 'Crime']",0
DESI BOYZ,57,"Two friends lose their jobs, then part bitterly after they get exposed as male strippers.",2011,122,2301166,2709960,Eros International,Unrated,11/25/2011,['Rohit Dhawan'],"['Akshay Kumar', 'John Abraham', 'Deepika Padukone', 'Chitrangda Singh']","['Comedy', 'Drama']",0
THE PHYSICIAN,72,"In Persia in the 11th Century, a surgeon's apprentice disguises himself as a Jew to study at a school that does not admit Christians.",2013,155,39995346,63641747,UFA Fiction,R,12/5/2014,['Philipp Stölzl'],"['Tom Payne', 'Stellan Skarsgård', 'Olivier Martinez', 'Emma Rigby']","['Adventure', 'Drama', 'History']",0
THE HUNTSMAN WINTERS WAR,61,"Eric and fellow warrior Sara, raised as members of ice Queen Freya's army, try to conceal their forbidden love as they fight to survive the wicked intentions of both Freya and her sister Ravenna.",2016,114,124009987,177915875,Universal Pictures,PG-13,4/22/2016,['Cedric Nicolas-Troyan'],"['Chris Hemsworth', 'Jessica Chastain', 'Charlize Theron', 'Emily Blunt']","['Action', 'Adventure', 'Drama', 'Fantasy']",0
JOHNNY ENGLISH STRIKES AGAIN,62,"After a cyber-attack reveals the identity of all of the active undercover agents in Britain, Johnny English is forced to come out of retirement to find the mastermind hacker.",2018,89,25767003,163849798,Universal Pictures,PG,10/26/2018,['David Kerr'],"['Rowan Atkinson', 'Ben Miller', 'Olga Kurylenko', 'Emma Thompson']","['Action', 'Adventure', 'Comedy']",0
BEN IS BACK,67,A drug addicted teenage boy shows up unexpectedly at his family's home on Christmas Eve.,2018,103,13398841,10445122,Black Bear Pictures,R,12/5/2018,['Peter Hedges'],"['Julia Roberts', 'Lucas Hedges', 'Courtney B. Vance', 'Kathryn Newton']",['Drama'],0
1917,83,"April 6th, 1917. As a regiment assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap.",2019,119,96171999,389736633,Dreamworks Pictures,R,1/10/2020,['Sam Mendes'],"['Dean-Charles Chapman', 'George MacKay', 'Daniel Mays', 'Colin Firth']","['Drama', 'Thriller', 'War']",2
DAS BOOT,83,"The claustrophobic world of a WWII German U-boat; boredom, filth and sheer terror.",1981,149,91110583,32707776,Bavaria Film,R,2/10/1982,['Wolfgang Petersen'],"['Jürgen Prochnow', 'Herbert Grönemeyer', 'Klaus Wennemann', 'Hubertus Bengsch']","['Adventure', 'Drama', 'Thriller', 'War']",0
ROCK  RULE,65,"A malevolent rock star kidnaps a singer to force her to participate in the summoning of a demon, and her band must help her stop him.",1983,77,20788032,78939,Nelvana,PG,7/24/1987,['Clive Smith'],"['Don Francks', 'Greg Salata', 'Susan Roman', 'Samantha Langevin']","['Animation', 'Fantasy', 'Music', 'Sci-Fi']",0
FLATLINERS,66,"Five medical students experiment with ""near death"" experiences, until the dark consequences of past tragedies begin to jeopardize their lives.",1990,115,51484973,121760506,Columbia Pictures,R,8/10/1990,['Joel Schumacher'],"['Kiefer Sutherland', 'Kevin Bacon', 'Julia Roberts', 'William Baldwin']","['Drama', 'Horror', 'Sci-Fi', 'Thriller']",0
JACOBS LADDER,75,"Mourning his dead child, a haunted Vietnam War veteran attempts to uncover his past while suffering from a severe case of dissociation. To do so, he must decipher reality and life from his own dreams, delusions, and perceptions of death.",1990,113,49504781,51720320,Carolco Pictures,R,11/2/1990,['Adrian Lyne'],"['Tim Robbins', 'Elizabeth Peña', 'Danny Aiello', 'Matt Craven']","['Drama', 'Horror', 'Mystery']",0
NECESSARY ROUGHNESS,62,"Due to NCAA sanctions, the Texas State University Fightin' Armadillos must form a football team from their actual student body, with no scholarships to help, to play their football schedule.",1991,108,25653072,49891604,Paramount Pictures,PG-13,9/27/1991,['Stan Dragoti'],"['Scott Bakula', 'Hector Elizondo', 'Robert Loggia', 'Harley Jane Kozak']","['Comedy', 'Sport']",0
GO FISH,56,A romantic tale about finding a soulmate. The only difference here is that both partners are women...in Chicago's lesbian community.,1994,83,26195,4200500,Can I Watch,R,7/8/1994,['Rose Troche'],"['V.S. Brodie', 'Guinevere Turner', 'T. Wendy McMillan', 'Migdalia Melendez']","['Comedy', 'Drama', 'Romance']",0
NOTHING TO LOSE,67,"Nick's wife's in bed with his boss. He later gets a gun to his head by a carjacker but steps on the gas pedal. They end up friends after adventures together - holdups, burglary, reckless driving, revenge etc. Twists follow.",1997,98,40313239,71725379,O Entertainment,R,7/18/1997,['Steve Oedekerk'],"['Martin Lawrence', 'Tim Robbins', 'John C. McGinley', 'Giancarlo Esposito']","['Action', 'Adventure', 'Comedy', 'Crime']",0
THE MAN IN THE IRON MASK,65,The cruel King Louis XIV of France has a secret twin brother whom he keeps imprisoned. Can the twin be substituted for the real king?,1998,132,55572914,290517573,United Artists,PG-13,3/13/1998,['Randall Wallace'],"['Leonardo DiCaprio', 'Jeremy Irons', 'John Malkovich', 'Gérard Depardieu']","['Action', 'Adventure', 'Drama']",1
THE COOLER,69,"In an old school Las Vegas casino, its top gambling jinx breaks his curse when he falls in love, much to his boss' consternation.",2003,101,4501060,14719577,ContentFilm,R,1/16/2004,['Wayne Kramer'],"['William H. Macy', 'Maria Bello', 'Alec Baldwin', 'Shawn Hatosy']","['Drama', 'Romance']",0
CRIMSON RIVERS 2 ANGELS OF THE APOCALYPSE,60,Pierre Niemans faces the threat of the apocalypse while investigating a series of ritual murders.,2004,100,41102858,55012268,Studio Légende,R,2/18/2004,['Olivier Dahan'],"['Jean Reno', 'Benoît Magimel', 'Christopher Lee', 'Camille Natta']","['Action', 'Crime', 'Horror', 'Mystery', 'Thriller']",0
LIVEIN MAID,70,"A wealthy woman and her live-in housekeeper must adjust their entrenched routine and relationship when Buenos Aires is plunged into economic crisis.,",2004,83,1096076,847080,Aquafilms,Unrated,5/26/2005,['Jorge Gaggero'],"['Norma Aleandro', 'Norma Argentina', 'Marcos Mundstock', 'Raul Panguinao']",['Drama'],0
INTO THE SUN,44,"When a government official is killed, an American operative with experience in the Yakuza culture is brought in to investigate.",2005,97,19877956,232655,Aries,R,11/22/2005,['mink'],"['Steven Seagal', 'Takao Osawa', 'Juliette Marquis', 'Matthew Davis']","['Action', 'Thriller']",0
SATAN,57,A group of youngsters go out to a disco on Christmas Eve and accidentally run into a shepherd who has prepared himself for a night of pure insanity.,2006,95,3466218,3441671,120 Films,Unrated,2/1/2006,['Kim Chapiron'],"['Vincent Cassel', 'Olivier Barthélémy', 'Ladj Ly', 'Nico Le Phat Tan']","['Comedy', 'Horror', 'Thriller']",0
THE DEVIL WEARS PRADA,69,"A smart but sensible new graduate lands a job as an assistant to Miranda Priestly, the demanding editor-in-chief of a high fashion magazine.",2006,109,44932465,419420319,Fox 2000 Pictures,PG-13,6/30/2006,['David Frankel'],"['Anne Hathaway', 'Meryl Streep', 'Adrian Grenier', 'Emily Blunt']","['Comedy', 'Drama']",0
BATTLE OF THE WARRIORS,67,"Story centers on a battle during China's Warring States Period, a series of civil wars, which spanned from the 5th to the 3rd century B.C. Based on a popular Japanese manga, which was in turn based a Japanese novel inspired by Warring States history in China.",2006,133,20540555,22867545,Boram Entertainment,R,11/23/2006,"[""Chi Leung 'Jacob' Cheung""]","['Andy Lau', 'Sung-Ki Ahn', 'Zhiwen Wang', 'Bingbing Fan']","['Action', 'Drama', 'War']",0
DRILLBIT TAYLOR,57,Three kids hire a low-budget bodyguard to protect them from the playground bully.,2008,110,48083120,60036974,Paramount Pictures,PG-13,3/21/2008,['Steven Brill'],"['Owen Wilson', 'Josh Peck', 'Alex Frost', 'Nate Hartley']","['Action', 'Comedy', 'Crime']",0
HOODWINKED TOO HOOD VS EVIL,47,"Red Riding Hood is training in the group of Sister Hoods, when she and the Wolf are called to examine the sudden mysterious disappearance of Hansel and Gretel.",2011,86,34517491,34500270,The Weinstein Company,PG,4/29/2011,['Mike Disa'],"['Hayden Panettiere', 'Glenn Close', 'Patrick Warburton', 'Joan Cusack']","['Animation', 'Comedy', 'Crime', 'Family', 'Mystery']",0
HOW ABOUT YOU,68,A young British woman struggling with the direction of her life spends Christmas watching over a retirement home filled with demanding residents.,2007,87,11234091,1001483,Beyond Films,Unrated,11/16/2007,['Anthony Byrne'],"['Joss Ackland', 'Hayley Atwell', 'Orla Brady', 'Kevin Flood']","['Comedy', 'Drama']",0
THE MERRY GENTLEMAN,64,"A woman leaves an abusive husband to start a new life in Chicago, where she befriends a man undergoing an emotional crisis, who she does not know is a professional killer, and a detective, who is investigating the hit man.",2008,110,6010390,418295,Jackson Income Fund,R,12/4/2009,['Michael Keaton'],"['Michael Keaton', 'Kelly Macdonald', 'Bobby Cannavale', 'Kareem Bandealy']","['Crime', 'Drama', 'Thriller']",0
SALT OF THIS SEA,69,A romantic drama about a working-class woman and her experiences traveling back home.,2008,109,961662,885332,Augustus Film,Unrated,9/3/2008,['Annemarie Jacir'],"['Suheir Hammad', 'Saleh Bakri', 'Riyad Ideis', 'Dana Drigov']","['Drama', 'Romance']",0
